drug_id,drug_smile
epirizole,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC
RS-39604,COC1=CC(=CC(=C1)COC2=CC(=C(C=C2C(=O)CCC3CCN(CC3)CCNS(=O)(=O)C)Cl)N)OC
DL-PDMP,CCCCCCCCCC(=O)NC(CN1CCOCC1)C(C2=CC=CC=C2)O
flumetasone,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
GSK-1904529A,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
YM-155,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-]
TER-14687,
PP-3,
STO-609,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O
BI-78D3,C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-]
estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
ranolazine,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
xanthohumol,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C
salicin,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O
BMS-345541,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl
SQ-22536,C1CC(OC1)N2C=NC3=C(N=CN=C32)N
hydralazine,C1=CC=C2C(=C1)C=NN=C2NN
lestaurtinib,CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O
theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2
PF-3845,C1CN(CCC1CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=CN=CC=C4
lisuride,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
peucedanin,CC(C)C1=C(C2=C(O1)C=C3C(=C2)C=CC(=O)O3)OC
nimesulide,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
indinavir,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
AS-703026,C1=CC(=C(C=C1I)F)NC2=C(C=CN=C2)C(=O)NCC(CO)O
memantine,CC12CC3CC(C1)(CC(C3)(C2)N)C
rottlerin,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O
cinnarizine,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
amonafide,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
farnesylthiotriazole,CC(=CCCC(=CCCC(=CCSC1=NC=NN1)C)C)C
NF-449,C1=CC(=C(C=C1S(=O)(=O)O)S(=O)(=O)O)NC(=O)C2=CC(=CC(=C2)NC(=O)NC3=CC(=CC(=C3)C(=O)NC4=C(C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O)C(=O)NC5=C(C=C(C=C5)S(=O)(=O)O)S(=O)(=O)O)C(=O)NC6=C(C=C(C=C6)S(=O)(=O)O)S(=O)(=O)O
SA-94315,
caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
butoconazole,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
SCH-442416,COC1=CC=C(C=C1)CCCN2C3=C(C=N2)C4=NC(=NN4C(=N3)N)C5=CC=CO5
auraptene,CC(=CCCC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C)C
pyrazolanthrone,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
oleoylethanolamide,CCCCCCCCC=CCCCCCCCC(=O)NCCO
losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
ataluren,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F
oxantel,CN1CCCN=C1C=CC2=CC(=CC=C2)O
CI-966,C1CN(CC(=C1)C(=O)O)CCOC(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F
cerivastatin,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O
CAY-10470,C1=CC=C(C=C1)OC2=CC=C(C=C2)CCNC3=NC=NC4=C3C=C(C=C4)N
tropisetron,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
DAPT-GSI-IX,
vardenafil,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
docosatrienoic-acid,CCC=CCC=CCC=CCCCCCCCCCCCC(=O)O
sulfafurazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
bromfenac,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O
cycloserine,C1C(C(=O)NO1)N
quinpirole,CCCN1CCCC2C1CC3=C(C2)NN=C3
torin-2,C1=CC(=CC(=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CN=C(C=C5)N)C(F)(F)F
doxycycline,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
proscillaridin,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
methylene-blue,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2
oleylethanolamide,CCCCCCCCC=CCCCCCCCC(=O)NCCO
amoxapine,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
quinidine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
phenanthridone,C1=CC=C2C(=C1)C3=CC=CC=C3NC2=O
PD-173074,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
fenoldopam,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
PHA-793887,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C
ZM-323881,CC1=CC(=C(C=C1O)NC2=NC=NC3=C2C=CC(=C3)OCC4=CC=CC=C4)F
SU-11652,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)Cl)NC2=O)C
nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
CNQX,C1=C(C(=CC2=C1NC(=O)C(=O)N2)[N+](=O)[O-])C#N
rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
vesamicol,C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O
ODQ,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23
pirenzepine,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
nitrocaramiphen,CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=C(C=C2)[N+](=O)[O-]
methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
quipazine,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2
PSB-069,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC=C(C=C4)Cl)S(=O)(=O)[O-])N.[Na+]
quinoclamine,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N
atorvastatin,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
altrenogest,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(CC=C)O
secoisolariciresinol,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O
propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
MG-132,CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
L-690330,CC(OC1=CC=C(C=C1)O)(P(=O)(O)O)P(=O)(O)O
nikkomycin,CC(C(C1=NC=C(C=C1)O)O)C(C(=O)NC(C2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)N
cinanserin,CN(C)CCCSC1=CC=CC=C1NC(=O)C=CC2=CC=CC=C2
thiothixene,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
KU-C103443N,
mepyramine,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
halcinonide,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
L-741626,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CC3=CNC4=CC=CC=C43
raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
erythrosine,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I
alfacalcidol,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
masitinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5
baccatin-III,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)C
nonoxynol-9,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO
calycanthine,CN1CCC23C4NC5=CC=CC=C5C2(C1NC6=CC=CC=C36)CCN4C
auranofin,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
rimcazole,CC1CN(CC(N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42
mepireserpate,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
methandriol,CC12CCC(CC1=CCC3C2CCC4(C3CCC4(C)O)C)O
SB-525334,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3
WYE-354,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)C(=O)OC)C(=N2)N5CCOCC5
disopyramide,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
EBPC,CCOC(=O)C1=C(C(=O)N(C1)CC2=CC=CC=C2)O
hypericin,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O
tiaprofenic-acid,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
zosuquidar,C1CN(CCN1CC(COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5C6C(C6(F)F)C7=CC=CC=C47
JWE-035,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C)C(F)(F)F
carbofuran,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C
oxiconazole,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
MAZ-51,CN(C)C1=CC=C(C2=CC=CC=C21)C=C3C(=O)CC4=CC=CC=C43
procaterol,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C
isamoltan,CC(C)NCC(COC1=CC=CC=C1N2C=CC=C2)O
tramadol,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
quizartinib,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3
naftifine,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32
ZM-241385,C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N
OBAA,CCCCCCCCCCCCCCCCCCC1=CC=C(C=C1)C(=O)C=CC(=O)O
griseofulvin,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
SB-218795,COC(=O)C(C1=CC=CC=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4
ZM-306416,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C=C(C=C3)Cl)F)OC
CITCO,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NOCC4=CC(=C(C=C4)Cl)Cl)Cl
ceramide,CCCCCCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)C(CCCCCCCCCCCCCC)O)O
cinalukast,CCC(CC)(CC(=O)NC1=CC=CC(=C1)C=CC2=NC(=CS2)C3CCC3)C(=O)O
SKF-81297,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=CC=C3
CP-55940,CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CC(CCC2CCCO)O)O
etilefrine,CCNCC(C1=CC(=CC=C1)O)O
MK-2206,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
manumycin-a,
dantron,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
CAY-10577,
PI-103,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O
5-iodotubercidin,C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)I
LM-1685,COC(=O)C1=CC2=C(N1CC3=CC=C(C=C3)Cl)C=CC(=C2)S(=O)(=O)C
syrosingopine,CCOC(=O)OC1=C(C=C(C=C1OC)C(=O)OC2CC3CN4CCC5=C(C4CC3C(C2OC)C(=O)OC)NC6=C5C=CC(=C6)OC)OC
lavendustin-a,C1=CC=C(C(=C1)CN(CC2=C(C=CC(=C2)O)O)C3=CC(=C(C=C3)O)C(=O)O)O
temsirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
evodiamine,CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3
kenpaullone,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br
retinyl,
amiloride,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
mammea-a,
mirin,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O
bulleyaconitine-a,CCN1CC2(CCC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)C7=CC=C(C=C7)OC)O)OC)OC(=O)C)OC)OC)COC
pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
mosapride,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N
menadione,CC1=CC(=O)C2=CC=CC=C2C1=O
nifurtimox,CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+](=O)[O-]
SU-1498,CC(C)C1=CC(=CC(=C1O)C(C)C)C=C(C#N)C(=O)NCCCC2=CC=CC=C2
fostamatinib,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C
metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
farnesylthioacetic-acid,CC(=CCCC(=CCCC(=CCSCC(=O)O)C)C)C
midostaurin,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
AG-490,C1=CC=C(C=C1)CNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N
securinine,C1CCN2C(C1)C34CC2C=CC3=CC(=O)O4
dicycloverine,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
darinaparsin,C[As](C)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
raclopride,CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O
roquinimex,CN1C2=CC=CC=C2C(=C(C1=O)C(=O)N(C)C3=CC=CC=C3)O
cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
kavain,COC1=CC(=O)OC(C1)C=CC2=CC=CC=C2
XAV-939,C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F
3-methyl-GABA,CC(CC(=O)O)CN.CC(CC(=O)O)CN.C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O
iodophenpropit,C1=CC(=CC=C1CCN=C(N)SCCCC2=CN=CN2)I
tetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
decitabine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
mocimycin,CCC(C(=O)NCC=CC=C(C)C(C(C)C1C(C(C(O1)C=CC=CC=C(C)C(=O)C2=C(C=CNC2=O)O)O)O)OC)C3(C(C(C(C(O3)C=CC=CC)(C)C)O)O)O
tipifarnib-P2,
danazol,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5
practolol,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O
NECA,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
flecainide,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
pyroxamide,C1=CC(=CN=C1)NC(=O)CCCCCCC(=O)NO
radicicol,CC1CC2C(O2)C=CC=CC(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1
U-18666A,CCN(CC)CCOC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4=O)C)C.Cl
CCMQ,C1=CC=C2C(=C1)C=C(C(=N2)C(=O)O)CC(=O)O
ceforanide,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O
JNJ-7706621,C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F
gemfibrozil,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
alfuzosin,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
prothionamide,CCCC1=NC=CC(=C1)C(=S)N
angiogenesis-inhibitor,
dopamine,C1=CC(=C(C=C1CCN)O)O
cycloheximide,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
razoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
BRD-K63784565,
RWJ-21757,C=CCN1C2=C(N=C(NC2=O)N)N(C1=O)C3C(C(C(O3)CO)O)O
guanfacine,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
hyperforin,CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C
SR-59230A,CCC1=CC=CC=C1OCC(CNC2CCCC3=CC=CC=C23)O.C(=O)(C(=O)O)O
DH-97,CCCCC(=O)NCCC1=C(NC2=CC=CC=C21)CC3=CC=CC=C3
ritanserin,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3
AG-879,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C(=S)N
noretynodrel,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4
CAY-10578,
FR-122047,CN1CCN(CC1)C(=O)C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC
SB-200646,CN1C=CC2=C1C=CC(=C2)NC(=O)NC3=CN=CC=C3
cyclopiazonic-acid,CC(=O)C1=C(C2C3C(CC4=C5C3=CNC5=CC=C4)C(N2C1=O)(C)C)O
brimonidine,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
BRD-K06817181,
