Name	SMILES
Procaine	CCN(CC)CCOC(=O)c1ccc(N)cc1
Procaine benzylpenicillin	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1
Procaine merethoxylline	CCN(CC)CCOC(=O)c1ccc(N)cc1.O.[CH2]C(CN=C(O)c1ccccc1OCC(=O)[O-])OCCOC.[Hg+]
Procarbazine	CNNCc1ccc(C(=O)NC(C)C)cc1
Procaterol	CC[C@@H](NC(C)C)[C@@H](O)c1ccc(O)c2[nH]c(=O)ccc12
Prochlorperazine	CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
Procyclidine	OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
Profenamine	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
Proflavine	Nc1ccc2cc3ccc(N)cc3nc2c1
Progesterone	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Proguanil	CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1
Promazine	CN(C)CCCN1c2ccccc2Sc2ccccc21
Promethazine	CC(CN1c2ccccc2Sc2ccccc21)N(C)C
Propafenone	CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
Propanoic acid	CCC(=O)O
Propantheline	CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
Proparacaine	CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
Propiolactone	O=C1CCO1
Propiomazine	CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
Propiverine	CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1
Propofol	CC(C)c1cccc(C(C)C)c1O
Propoxycaine	CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC
Propranolol	CC(C)NCC(O)COc1cccc2ccccc12
Propyl alcohol	CCCO
Propylene glycol	CC(O)CO
Propylhexedrine	CNC(C)CC1CCCCC1
Propyliodone	CCCOC(=O)Cn1cc(I)c(=O)c(I)c1
Propylparaben	CCCOC(=O)c1ccc(O)cc1
Propylthiouracil	CCCc1cc(=O)[nH]c(=S)[nH]1
Protionamide	CCCc1cc(C(N)=S)ccn1
Protirelin	NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
Protokylol	CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1
Protriptyline	CNCCCC1c2ccccc2C=Cc2ccccc21
Proxibarbal	C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O
Prucalopride	COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
Prussian blue	N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.[Fe+3].[Fe+3].[Fe+3].[Fe+3]
Pseudoephedrine	CN[C@@H](C)[C@@H](O)c1ccccc1
Pyrantel	CN1CCCN=C1/C=C/c1cccs1
Pyrazinamide	NC(=O)c1cnccn1
Pyridostigmine	CN(C)C(=O)Oc1ccc[n+](C)c1
Pyridoxal phosphate	Cc1ncc(COP(=O)(O)O)c(C=O)c1O
Pyridoxine	Cc1ncc(CO)c(CO)c1O
Pyrimethamine	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
Pyrithione	[O-][n+]1ccccc1S
Pyrophosphoric acid	O=P(O)(O)OP(=O)(O)O
Pyruvic acid	CC(=O)C(=O)O
Pyrvinium	Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
Quaternium-15	ClC=CC[N+]12CN3CN(CN(C3)C1)C2.[Cl-]
Quazepam	Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
Quetiapine	OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
Quinagolide	CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21
Quinapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
Quinestrol	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C
Quinethazone	CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
Quinidine	C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
Quinidine barbiturate	C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Quinine	C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
Quinupramine	c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2
Quinupristin	CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O
Rabeprazole	COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
Racemethionine	CSCCC(N)C(=O)O
Racephedrine	CN[C@H](C)[C@@H](O)c1ccccc1
Radium Ra 223 dichloride	[223Ra+2].[Cl-].[Cl-]
Raloxifene	O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
Raltegravir	Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
Raltitrexed	Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1
Ramelteon	CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
Ramipril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
Ranitidine	CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
Ranolazine	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
Rapacuronium	C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1
Rasagiline	C#CCN[C@@H]1CCc2ccccc21
Rebamipide	O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1
Reboxetine	CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1
Regadenoson	CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
Regorafenib	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
Relebactam	O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O
Relugolix	CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1
Remdesivir	CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1
Remifentanil	CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
Remimazolam	COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21
Remoxipride	CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
Repaglinide	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
Rescinnamine	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
Reserpine	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
Resorcinol	Oc1cccc(O)c1
Resorcinol monoacetate	CC(=O)Oc1cccc(O)c1
Retapamulin	C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
Revefenacin	CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1
Ribavirin	NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
Ribociclib	CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1
Riboflavin	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
Ribostamycin	NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O
Rifabutin	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
Rifampicin	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Rifamycin	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Rifapentine	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Rifaximin	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Rilmenidine	C1COC(NC(C2CC2)C2CC2)=N1
Rilpivirine	Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
Riluzole	Nc1nc2ccc(OC(F)(F)F)cc2s1
Rimantadine	CC(N)C12CC3CC(CC(C3)C1)C2
Rimegepant	N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F
Rimexolone	CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Rimonabant	Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
Riociguat	COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
Ripretinib	CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
Risdiplam	Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1
Risedronic acid	O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
Risperidone	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
Ritiometan	O=C(O)CSC(SCC(=O)O)SCC(=O)O
Ritodrine	C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1
Ritonavir	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
Rivaroxaban	O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
Rivastigmine	CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
Rizatriptan	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
Rocuronium	C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1
Rofecoxib	CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
Roflumilast	O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
Rolapitant	C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Rolitetracycline	CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
Romidepsin	C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
Ropinirole	CCCN(CCC)CCc1cccc2c1CC(=O)N2
Ropivacaine	CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
Rose bengal	O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12
Rose bengal I-131	O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc([131I])c(=O)c([131I])c-2oc2c([131I])c(O)c([131I])cc12
Rosiglitazone	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
Rosoxacin	CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21
Rosuvastatin	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
Rotigotine	CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
Roxadustat	Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
Roxithromycin	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
Rubidium	[Rb]
Rubidium Rb-82	[82Rb+]
Rufinamide	NC(=O)c1cn(Cc2c(F)cccc2F)nn1
Rupatadine	Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1
Rutin	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
Ruxolitinib	N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
Sacubitril	CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
Safinamide	C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
Salbutamol	CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
Salicylamide	NC(=O)c1ccccc1O
Salicylic acid	O=C(O)c1ccccc1O
Salmeterol	OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
Salsalate	O=C(Oc1ccccc1C(=O)O)c1ccccc1O
Samarium (153Sm) lexidronam	O=P([O-])(O)CN(CCN(CP(=O)([O-])O)CP(=O)(O)O)CP(=O)([O-])O.[153Sm+3]
Samidorphan	NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3
Sapropterin	C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
Saquinavir	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
Sarecycline	CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
Saxagliptin	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2
Scopolamine	CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
Secnidazole	Cc1ncc([N+](=O)[O-])n1CC(C)O
Secobarbital	C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
Segesterone acetate	C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
Selegiline	C#CCN(C)[C@H](C)Cc1ccccc1
Selenic acid	O=[Se](=O)(O)O
Selenious acid	O=[Se](O)O
Selenium	[Se]
Selenium Sulfide	S=[Se]=S
Selenomethionine	C[Se]CC[C@H](N)C(=O)O
Selenomethionine Se-75	C[75Se]CC[C@H](N)C(=O)O
Selexipag	CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
Selinexor	O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1
Selpercatinib	COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1
Selumetinib	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
Semaglutide	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C
Serdexmethylphenidate	COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)[O-])c1
Sertaconazole	Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
Sertindole	O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
Sertraline	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
Setmelanotide	CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](C)NC1=O
Sevelamer	C=CCN.ClCC1CO1
Sevoflurane	FCOC(C(F)(F)F)C(F)(F)F
Sibutramine	CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
Silanol	O[SiH3]
Sildenafil	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
Silicon	[Si]
Silicon dioxide	O=[Si]=O
Silodosin	C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
Silodrate	O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[O-2].[O-2]
Silver	[Ag]
Silver nitrate	O=[N+]([O-])[O-].[Ag+]
Silver sulfadiazine	Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+]
Simeprevir	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
Simethicone	CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O
Simvastatin	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
Sinapultide	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O
Sincalide	CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
Siponimod	CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1
Sirolimus	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
Sitagliptin	N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
Sitaxentan	Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC.[Na+]
Sodium acetate	CC(=O)[O-].[Na+]
Sodium ascorbate	O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+]
Sodium aurothiomalate	O=C([O-])CC(S[Au])C(=O)[O-].[Na+].[Na+]
Sodium aurotiosulfate	O.O.O=S(=O)([O-])[S-].O=S(=O)([O-])[S-].[Au+].[Na+].[Na+].[Na+]
Sodium bicarbonate	O=C([O-])O.[Na+]
Sodium bisulfite	O=S([O-])O.[Na+]
Sodium borate	[Na+].[Na+].[O-]B1OB2OB([O-])OB(O1)O2
Sodium camphorsulfonate	CC1(C)[C@H]2CC[C@@]1(CS(=O)(=O)[O-])C(=O)C2.[Na+]
Sodium carbonate	O=C([O-])[O-].[Na+].[Na+]
Sodium chloride	[Cl-].[Na+]
Sodium chromate Cr-51	O=[51Cr](=O)([O-])[O-].[Na+].[Na+]
Sodium citrate	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]
Sodium feredetate	O=C([O-])C[N+]12CC[N+]34CC(=O)O[Fe-2]13(OC(=O)C2)OC(=O)C4.[Na+]
Sodium ferric gluconate complex	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Na+].[O-2].[O-2].[O-2]
Sodium fluoride	[F-].[Na+]
Sodium fluorophosphate	O=P([O-])([O-])F.[Na+].[Na+]
Sodium glycerophosphate	O=P([O-])([O-])OCC(O)CO.[Na+].[Na+]
Sodium hydroxide	[Na+].[OH-]
Sodium iodide	[I-].[Na+]
Sodium lauryl sulfoacetate	CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+]
Sodium metavanadate	O=[V](=O)[O-].[Na+]
Sodium molybdate	O=[Mo](=O)([O-])[O-].[Na+].[Na+]
Sodium oxybate	O=C([O-])CCCO.[Na+]
Sodium phosphate P 32	O=[32P]([O-])([O-])O.[Na+].[Na+]
Sodium phosphate, dibasic	O=P([O-])([O-])O.[Na+].[Na+]
Sodium phosphate, monobasic	O=P([O-])(O)O.[Na+]
Sodium stibogluconate	O.O.O.O.O.O.O.O.O.O=C([O-])[C@@H]1O[Sb]2([O-])(O[Sb]34(O)O[C@H]([C@H](O)CO)[C@H](O3)[C@H](C(=O)[O-])O4)O[C@H]([C@H](O)CO)[C@@H]1O2.[Na+].[Na+].[Na+]
Sodium sulfate	O=S(=O)([O-])[O-].[Na+].[Na+]
Sodium sulfide	[Na+].[Na+].[S-2]
